0	0	0	0	0	0
256	0	0	224	9	4
512	0	0	450	17	7
768	0	0	666	26	11
1024	0	0	872	35	15
1280	0	0	1081	44	19
1536	0	0	1304	52	22
1792	0	0	1497	61	26
2048	0	0	1698	70	30
2303	0	0	1904	78	33
2559	0	0	2119	87	38
2815	0	0	2348	96	41
3071	0	0	2542	104	45
3327	0	0	2746	112	48
3583	0	0	2951	121	52
3839	0	0	3160	130	55
4095	0	0	3368	138	59
0	256	0	47	248	15
256	256	0	270	258	19
512	256	0	498	266	22
768	256	0	709	274	27
1024	256	0	916	283	30
1280	256	0	1127	292	34
1536	256	0	1346	300	38
1792	256	0	1537	308	41
2048	256	0	1742	317	45
2303	256	0	1947	326	49
2559	256	0	2169	334	53
2815	256	0	2390	342	56
3071	256	0	2585	351	60
3327	256	0	2790	360	63
3583	256	0	2997	367	67
3839	256	0	3206	376	70
4095	256	0	3412	385	75
0	512	0	95	499	31
256	512	0	319	506	34
512	512	0	548	515	38
768	512	0	754	523	42
1024	512	0	960	530	45
1280	512	0	1177	539	49
1536	512	0	1388	547	53
1792	512	0	1582	555	56
2048	512	0	1786	562	60
2303	512	0	1992	571	64
2559	512	0	2220	579	67
2815	512	0	2433	587	71
3071	512	0	2630	595	74
3327	512	0	2835	603	78
3583	512	0	3042	611	81
3839	512	0	3252	619	86
4095	512	0	3456	627	89
0	768	0	142	736	46
256	768	0	368	744	50
512	768	0	592	751	53
768	768	0	798	760	57
1024	768	0	1005	768	60
1280	768	0	1225	775	64
1536	768	0	1430	783	67
1792	768	0	1626	792	72
2048	768	0	1832	799	75
2303	768	0	2037	807	78
2559	768	0	2271	816	82
2815	768	0	2475	823	85
3071	768	0	2675	830	89
3327	768	0	2880	839	92
3583	768	0	3087	847	97
3839	768	0	3297	855	100
4095	768	0	3501	863	104
0	1024	0	191	970	61
256	1024	0	416	978	65
512	1024	0	636	986	68
768	1024	0	842	993	72
1024	1024	0	1050	1001	75
1280	1024	0	1273	1010	78
1536	1024	0	1471	1018	83
1792	1024	0	1671	1027	86
2048	1024	0	1876	1035	89
2303	1024	0	2087	1044	93
2559	1024	0	2321	1051	96
2815	1024	0	2517	1060	100
3071	1024	0	2719	1069	103
3327	1024	0	2925	1076	108
3583	1024	0	3133	1085	111
3839	1024	0	3343	1094	114
4095	1024	0	3545	1103	118
0	1280	0	239	1215	76
256	1280	0	466	1224	80
512	1280	0	680	1232	83
768	1280	0	887	1241	87
1024	1280	0	1098	1249	90
1280	1280	0	1321	1257	94
1536	1280	0	1513	1265	97
1792	1280	0	1715	1272	100
2048	1280	0	1921	1280	104
2303	1280	0	2138	1288	107
2559	1280	0	2366	1296	111
2815	1280	0	2558	1303	114
3071	1280	0	2763	1310	119
3327	1280	0	2969	1318	122
3583	1280	0	3179	1326	125
3839	1280	0	3386	1334	129
4095	1280	0	3589	1342	132
0	1536	0	287	1446	90
256	1536	0	515	1453	94
512	1536	0	724	1461	98
768	1536	0	930	1469	101
1024	1536	0	1145	1477	105
1280	1536	0	1362	1484	109
1536	1536	0	1554	1492	112
1792	1536	0	1759	1500	115
2048	1536	0	1966	1508	118
2303	1536	0	2189	1516	121
2559	1536	0	2407	1524	125
2815	1536	0	2603	1532	130
3071	1536	0	2808	1539	133
3327	1536	0	3015	1547	136
3583	1536	0	3224	1555	140
3839	1536	0	3430	1563	143
4095	1536	0	3633	1571	146
0	1792	0	335	1676	105
256	1792	0	563	1685	109
512	1792	0	768	1692	112
768	1792	0	976	1701	116
1024	1792	0	1192	1709	120
1280	1792	0	1403	1717	123
1536	1792	0	1598	1724	126
1792	1792	0	1803	1732	129
2048	1792	0	2011	1740	132
2303	1792	0	2239	1748	136
2559	1792	0	2450	1756	140
2815	1792	0	2647	1764	143
3071	1792	0	2853	1772	147
3327	1792	0	3059	1780	151
3583	1792	0	3270	1787	154
3839	1792	0	3473	1795	157
4095	1792	0	3678	1803	159
0	2048	0	384	1910	120
256	2048	0	606	1918	123
512	2048	0	813	1927	127
768	2048	0	1020	1934	130
1024	2048	0	1242	1943	134
1280	2048	0	1445	1951	137
1536	2048	0	1642	1959	140
1792	2048	0	1848	1966	144
2048	2048	0	2055	1975	147
2303	2048	0	2290	1984	151
2559	2048	0	2490	1991	154
2815	2048	0	2691	2000	157
3071	2048	0	2897	2008	161
3327	2048	0	3105	2017	164
3583	2048	0	3315	2025	168
3839	2048	0	3518	2034	171
4095	2048	0	3722	2043	174
0	2303	0	433	2156	134
256	2303	0	652	2164	137
512	2303	0	858	2173	141
768	2303	0	1066	2182	144
1024	2303	0	1290	2190	148
1280	2303	0	1487	2199	151
1536	2303	0	1687	2208	155
1792	2303	0	1893	2217	158
2048	2303	0	2106	2224	162
2303	2303	0	2340	2233	165
2559	2303	0	2533	2241	168
2815	2303	0	2736	2248	171
3071	2303	0	2943	2256	175
3327	2303	0	3150	2265	178
3583	2303	0	3360	2273	182
3839	2303	0	3562	2280	186
4095	2303	0	3768	2288	187
0	2559	0	482	2397	148
256	2559	0	696	2406	152
512	2559	0	903	2414	155
768	2559	0	1114	2422	158
1024	2559	0	1337	2430	162
1280	2559	0	1528	2438	165
1536	2559	0	1732	2446	169
1792	2559	0	1938	2455	173
2048	2559	0	2157	2463	176
2303	2559	0	2382	2470	179
2559	2559	0	2574	2478	182
2815	2559	0	2781	2487	186
3071	2559	0	2987	2494	188
3327	2559	0	3196	2501	192
3583	2559	0	3403	2509	195
3839	2559	0	3607	2518	196
4095	2559	0	3813	2524	200
0	2815	0	531	2631	162
256	2815	0	740	2639	166
