0	0	0	0	0	0
256	0	0	207	8	3
512	0	0	410	16	6
768	0	0	612	24	9
1024	0	0	810	33	12
1280	0	0	1009	41	16
1536	0	0	1207	49	19
1792	0	0	1406	57	22
2048	0	0	1606	65	24
2303	0	0	1803	73	27
2559	0	0	2001	81	30
2815	0	0	2221	89	33
3071	0	0	2424	98	36
3327	0	0	2614	106	40
3583	0	0	2812	114	43
3839	0	0	3011	123	46
4095	0	0	3206	131	49
0	256	0	47	231	14
256	256	0	254	239	17
512	256	0	456	247	20
768	256	0	657	255	23
1024	256	0	855	263	26
1280	256	0	1053	270	29
1536	256	0	1252	279	32
1792	256	0	1453	287	35
2048	256	0	1652	296	39
2303	256	0	1849	305	42
2559	256	0	2046	313	45
2815	256	0	2273	322	47
3071	256	0	2467	331	50
3327	256	0	2659	339	53
3583	256	0	2857	348	56
3839	256	0	3057	356	59
4095	256	0	3250	364	63
0	512	0	95	466	27
256	512	0	302	473	30
512	512	0	504	481	33
768	512	0	705	490	36
1024	512	0	902	498	40
1280	512	0	1101	507	43
1536	512	0	1301	517	46
1792	512	0	1501	524	49
2048	512	0	1700	533	52
2303	512	0	1896	541	55
2559	512	0	2100	549	58
2815	512	0	2326	557	62
3071	512	0	2511	566	65
3327	512	0	2707	574	68
3583	512	0	2905	582	70
3839	512	0	3103	590	73
4095	512	0	3296	596	76
0	768	0	143	692	42
256	768	0	349	699	44
512	768	0	551	707	47
768	768	0	751	716	50
1024	768	0	948	724	53
1280	768	0	1148	732	56
1536	768	0	1347	741	60
1792	768	0	1549	749	63
2048	768	0	1746	757	66
2303	768	0	1941	764	69
2559	768	0	2151	772	72
2815	768	0	2369	780	75
3071	768	0	2554	788	78
3327	768	0	2753	796	82
3583	768	0	2950	803	85
3839	768	0	3147	811	88
4095	768	0	3341	819	90
0	1024	0	191	914	55
256	1024	0	396	922	58
512	1024	0	597	930	62
768	1024	0	797	938	65
1024	1024	0	994	946	67
1280	1024	0	1194	954	70
1536	1024	0	1393	962	73
1792	1024	0	1595	971	76
2048	1024	0	1792	979	79
2303	1024	0	1988	986	83
2559	1024	0	2205	994	86
2815	1024	0	2412	1002	89
3071	1024	0	2600	1010	92
3327	1024	0	2800	1019	95
3583	1024	0	2998	1026	98
3839	1024	0	3193	1034	102
4095	1024	0	3389	1042	105
0	1280	0	239	1141	69
256	1280	0	443	1150	72
512	1280	0	644	1158	75
768	1280	0	843	1166	78
1024	1280	0	1040	1174	81
1280	1280	0	1240	1182	85
1536	1280	0	1440	1191	87
1792	1280	0	1640	1199	90
2048	1280	0	1837	1208	93
2303	1280	0	2035	1217	96
2559	1280	0	2259	1225	99
2815	1280	0	2455	1233	103
3071	1280	0	2647	1242	106
3327	1280	0	2845	1251	109
3583	1280	0	3044	1259	112
3839	1280	0	3238	1267	115
4095	1280	0	3436	1275	119
0	1536	0	286	1368	82
256	1536	0	490	1374	86
512	1536	0	690	1382	89
768	1536	0	888	1390	92
1024	1536	0	1086	1397	95
1280	1536	0	1285	1405	98
1536	1536	0	1486	1413	101
1792	1536	0	1686	1421	105
2048	1536	0	1883	1430	108
2303	1536	0	2085	1437	110
2559	1536	0	2310	1445	113
